Age,Gender,Occupation,Years_Driving,Annual_Mileage,Claims_Frequency,Claim_Severity,Traffic_Violations,Vehicle_Age,Vehicle_Type,Location,Risk_Level
44,Male,Doctor,25,7238,0,1428.3082932272898,3,10,Motorcycle,Urban,Low
20,Female,Teacher,44,21684,3,2.4508745371783798,4,5,Truck,Rural,Moderate
34,Male,Driver,35,8788,0,122.6024369188277,2,14,Sedan,Urban,Low
61,Female,Driver,12,7977,0,104.25839099904104,1,18,SUV,Rural,Low
45,Male,Engineer,21,23557,0,382.8386068486898,1,8,Sedan,Urban,Low
46,Female,Teacher,26,7409,0,264.59008846215494,1,16,SUV,Urban,Low
38,Male,Teacher,2,3070,1,259.1370980476668,2,2,Motorcycle,Urban,Moderate
64,Female,Student,14,3656,3,462.6598788199648,1,9,Motorcycle,Urban,Low
33,Male,Engineer,46,5134,0,240.86080081843315,2,19,Sedan,Urban,Low
54,Male,Student,4,21652,0,112.28911717417576,2,1,Truck,Rural,Moderate
37,Male,Engineer,17,23394,0,875.2717911567134,3,9,Truck,Rural,Moderate
23,Male,Teacher,47,4484,0,3031.1044996610012,0,7,SUV,Rural,Moderate
36,Female,Engineer,48,17797,0,934.3654168702632,2,3,SUV,Urban,Moderate
22,Male,Engineer,5,25225,1,1414.7789035801156,2,1,Truck,Urban,High
20,Female,Engineer,24,26267,1,3581.8864825533283,2,13,Sedan,Rural,Low
18,Male,Doctor,49,11854,2,166.2466277498468,2,14,Sedan,Rural,Low
55,Female,Doctor,7,15544,0,615.8342977882202,1,1,Truck,Urban,Low
32,Male,Teacher,23,13309,1,871.9087397538725,1,18,SUV,Rural,Low
51,Male,Engineer,47,7148,0,388.77441584179894,0,7,SUV,Urban,Low
52,Female,Teacher,17,28274,0,949.6652117955174,0,15,Motorcycle,Rural,Low
66,Male,Doctor,12,21693,3,977.6888297361799,1,1,SUV,Rural,Low
42,Male,Engineer,11,6791,0,1846.6121619242547,1,7,Truck,Urban,Moderate
41,Female,Student,11,18303,0,1786.863768708228,1,2,SUV,Rural,Moderate
29,Male,Doctor,34,18290,1,153.75968493396482,0,14,SUV,Rural,High
35,Female,Doctor,47,20594,0,184.9953965843567,5,7,Sedan,Urban,Low
32,Male,Doctor,37,29304,2,251.5070025553819,1,14,Motorcycle,Rural,Moderate
61,Female,Engineer,29,20103,0,302.7689505909864,0,15,Truck,Urban,Moderate
33,Female,Driver,48,12858,0,831.2453444430207,2,7,SUV,Urban,Low
44,Female,Student,36,16002,0,396.73880457022943,0,3,Truck,Urban,High
25,Female,Student,27,5895,0,3056.81409117042,0,10,Motorcycle,Rural,Low
63,Male,Teacher,42,11556,1,125.90502884033947,4,12,Sedan,Rural,Low
42,Male,Engineer,22,18176,0,283.00632282941467,3,9,Motorcycle,Urban,Low
34,Female,Doctor,2,26151,0,2027.3618766661166,1,8,Truck,Rural,High
46,Male,Driver,47,10919,1,877.866333432077,0,10,Truck,Rural,High
25,Male,Engineer,36,12419,1,792.8093985210478,0,17,Sedan,Rural,Low
32,Male,Engineer,48,22927,0,902.252854881785,1,9,Truck,Rural,Low
44,Female,Driver,30,29147,1,290.7060528172486,1,10,SUV,Rural,Low
63,Male,Doctor,7,13378,0,1433.1647066023752,3,15,Truck,Rural,Moderate
67,Male,Engineer,12,4725,0,686.2353496888882,0,4,SUV,Urban,High
69,Female,Student,3,25575,1,43.52976269303936,1,7,Motorcycle,Rural,Moderate
24,Male,Student,17,22545,0,194.99139605423642,1,16,Sedan,Urban,Low
20,Female,Driver,41,12558,1,1696.217436566649,0,8,SUV,Rural,Low
46,Female,Doctor,32,14057,1,423.18839016873204,2,14,SUV,Rural,Moderate
61,Female,Driver,8,2360,0,1484.7636846401235,3,7,Sedan,Rural,High
41,Male,Engineer,23,3048,0,1088.7908831149016,0,14,SUV,Urban,Low
20,Male,Student,38,7252,1,358.762522453039,1,6,SUV,Urban,Low
37,Female,Teacher,30,12167,0,135.86043874869222,1,9,Truck,Urban,Low
63,Female,Driver,15,23482,0,1644.7816409226211,2,14,Motorcycle,Rural,Low
32,Female,Teacher,10,20580,1,1030.2642353548054,0,16,Motorcycle,Urban,Low
42,Female,Teacher,38,26663,0,357.8148913642273,2,4,SUV,Urban,Low
47,Female,Student,15,1205,0,740.8154076071465,1,3,Sedan,Rural,Low
31,Female,Driver,30,12678,2,946.5001548823977,0,13,Truck,Urban,Moderate
24,Male,Teacher,46,16185,0,2.1207689208621465,2,16,Truck,Urban,Moderate
34,Female,Engineer,26,20699,0,1110.219213511047,0,4,SUV,Rural,Moderate
61,Female,Doctor,45,24117,0,1067.3405865560094,0,3,Truck,Rural,Low
37,Female,Doctor,14,9814,0,86.18817584404579,1,7,Sedan,Rural,Low
53,Male,Student,3,19061,0,1550.006160473799,1,15,Sedan,Rural,Moderate
26,Male,Driver,36,12479,1,1743.4771482384012,0,2,SUV,Urban,High
55,Male,Driver,26,12204,1,342.71916714787164,0,9,SUV,Urban,Low
65,Male,Doctor,14,14839,0,176.9909781988914,2,3,Sedan,Rural,Low
39,Female,Engineer,31,20396,0,1159.8969065715187,3,10,Sedan,Rural,Low
19,Male,Doctor,14,12829,2,131.64763481035365,2,18,Motorcycle,Urban,Moderate
41,Female,Doctor,40,11892,0,1952.226976979437,2,15,Sedan,Urban,Moderate
25,Female,Driver,10,24931,1,654.17550811564,3,16,Truck,Rural,Low
28,Female,Teacher,9,2871,0,2405.8254354412934,4,13,Motorcycle,Rural,Low
30,Female,Engineer,46,25654,2,1027.6955106968817,0,12,Motorcycle,Rural,Low
34,Female,Driver,40,23942,0,335.60178791044416,0,12,SUV,Urban,Low
25,Female,Doctor,43,27052,0,631.1826862650272,1,1,SUV,Rural,Moderate
38,Male,Teacher,42,22118,1,753.6345005429345,2,15,Sedan,Rural,Moderate
35,Male,Engineer,18,23173,0,1688.2574700202747,1,1,Sedan,Urban,Low
47,Male,Student,36,7934,1,1979.4526092021479,0,8,SUV,Urban,Low
35,Male,Engineer,36,20612,0,1148.890654735419,0,16,Truck,Urban,Low
63,Male,Engineer,12,3335,0,348.4206830926735,0,16,SUV,Urban,Low
64,Female,Doctor,40,2725,1,751.9814853716136,1,3,SUV,Urban,Low
48,Male,Doctor,3,23121,1,139.9770957563245,0,19,Motorcycle,Urban,Moderate
55,Male,Student,18,10306,1,261.5069501573958,1,14,SUV,Rural,High
49,Male,Student,7,6985,0,361.0539954569672,2,9,Motorcycle,Rural,Low
28,Female,Student,31,8216,1,75.54277346252972,0,12,Motorcycle,Rural,Moderate
62,Female,Driver,1,17544,0,2162.724074403296,1,16,Sedan,Rural,Low
42,Female,Driver,31,2425,0,130.8426416717305,0,1,Motorcycle,Urban,Low
50,Male,Doctor,13,2733,0,1193.4903579276386,2,7,SUV,Urban,Low
55,Male,Doctor,29,13607,0,704.5355198638935,1,18,SUV,Urban,Low
58,Male,Student,3,11603,0,1782.4102808613054,0,11,SUV,Urban,Low
25,Male,Driver,29,13152,0,1351.0652508114208,2,3,SUV,Urban,Low
28,Male,Teacher,35,16801,0,1426.0253066326588,0,10,Motorcycle,Urban,Moderate
39,Female,Driver,15,19906,1,541.8799871143759,2,12,Motorcycle,Urban,Low
68,Male,Doctor,21,24550,1,1795.623741295898,0,8,Truck,Rural,Moderate
41,Female,Driver,19,17985,2,99.53515560373027,1,3,Truck,Rural,Moderate
58,Male,Doctor,28,27935,0,587.7408944987551,0,2,Sedan,Urban,Low
34,Female,Student,4,10747,1,5223.963573183105,4,7,SUV,Rural,Moderate
29,Female,Student,45,22068,0,2958.716779389294,1,12,Sedan,Urban,Moderate
63,Female,Student,13,14531,0,85.78948923365603,1,13,Motorcycle,Urban,Moderate
49,Female,Teacher,15,14985,1,850.9375172991985,1,19,Motorcycle,Rural,Low
32,Male,Teacher,48,2520,1,379.2866902451506,0,11,SUV,Rural,Low
33,Male,Doctor,39,3390,0,1303.6919845398706,2,13,Sedan,Urban,Moderate
39,Male,Engineer,32,26481,0,1331.0013242421644,0,8,Motorcycle,Urban,Low
45,Female,Teacher,3,27226,0,0.09327237097523203,0,5,Motorcycle,Rural,Low
37,Male,Doctor,30,2117,1,1869.6292145091522,1,19,Motorcycle,Rural,Low
50,Male,Driver,20,8300,0,253.06515557133602,0,8,SUV,Urban,High
27,Male,Student,2,10716,0,3378.6518788807075,0,7,Truck,Urban,Low
57,Male,Student,25,13459,1,2358.4288079763846,0,5,Truck,Urban,Moderate
49,Female,Student,11,22105,1,211.53500329949432,1,9,Motorcycle,Rural,Moderate
67,Female,Doctor,1,7141,0,1011.5233305868471,0,12,SUV,Urban,Low
50,Male,Student,48,20464,0,351.47606159199813,2,4,Sedan,Rural,Moderate
19,Male,Teacher,49,8939,2,108.68173074496801,1,3,Motorcycle,Rural,Low
50,Male,Driver,48,5777,0,2071.4918492194374,2,11,SUV,Rural,Very High
50,Female,Student,10,24649,1,199.4593399327565,1,18,Motorcycle,Rural,Low
58,Female,Doctor,17,12432,0,546.3967760580009,2,19,Motorcycle,Urban,Moderate
30,Female,Driver,30,15271,1,2579.5135404091493,1,2,SUV,Rural,Low
47,Male,Student,35,29982,1,78.34468664126514,1,9,SUV,Urban,Low
50,Female,Engineer,19,4801,0,799.8074198868061,0,10,Motorcycle,Urban,Low
30,Female,Student,46,8057,1,848.9694588112241,1,19,Truck,Urban,Moderate
69,Female,Teacher,34,27511,1,1439.9766571216426,2,6,Sedan,Rural,Low
43,Female,Driver,32,8510,0,1755.2204433486781,0,9,Truck,Rural,Low
39,Female,Teacher,12,9099,0,551.8972931339092,2,19,SUV,Urban,Low
56,Male,Engineer,43,16193,1,1361.3404780702142,1,18,Sedan,Urban,Moderate
19,Male,Engineer,17,23465,0,2412.8388627580844,0,19,Sedan,Urban,Moderate
55,Male,Teacher,6,21011,0,2173.8946405745255,1,4,Motorcycle,Urban,Moderate
56,Male,Driver,13,17132,1,696.7919519084395,1,4,Truck,Rural,Low
43,Female,Engineer,39,21764,2,934.020859540948,0,17,SUV,Rural,High
63,Male,Engineer,22,29285,0,1117.210758711589,3,13,SUV,Rural,High
67,Male,Student,11,22763,1,1709.8595329626035,0,3,Sedan,Urban,Low
32,Male,Doctor,7,19926,1,708.7342092612083,1,4,Truck,Rural,Low
51,Female,Engineer,45,5450,0,118.67095144504074,0,7,Truck,Urban,Moderate
59,Male,Driver,45,15549,1,486.62376103206776,1,10,SUV,Urban,Low
61,Female,Driver,21,7960,0,1273.6876485912492,0,13,Truck,Rural,Moderate
66,Female,Student,1,17583,1,977.6315582485596,1,4,Sedan,Rural,Moderate
57,Female,Driver,30,7996,0,1400.360026353668,1,7,SUV,Urban,Low
28,Male,Student,19,19567,3,693.0546614846312,0,11,Motorcycle,Urban,Low
20,Female,Engineer,47,15201,1,191.65066497067582,3,16,Motorcycle,Urban,Moderate
23,Male,Engineer,46,6043,0,122.40216837602136,2,12,Sedan,Rural,Low
26,Male,Engineer,29,28251,1,656.356222667874,2,6,Truck,Urban,Moderate
23,Male,Engineer,35,21420,0,230.32532388602198,4,5,SUV,Rural,Moderate
26,Female,Doctor,20,22396,1,4032.321655615123,1,13,Sedan,Urban,Low
56,Female,Doctor,36,8834,1,221.5859798827972,0,1,SUV,Urban,Low
48,Male,Engineer,39,20877,0,836.5195103334739,3,15,SUV,Rural,Low
49,Female,Driver,1,21356,0,1.769498830833203,1,19,Sedan,Rural,Low
58,Female,Student,23,10556,0,292.55403078942095,1,8,Motorcycle,Urban,Moderate
67,Female,Teacher,31,2852,2,299.941563486084,4,11,SUV,Urban,Low
29,Male,Student,35,17263,1,1339.3628207067716,1,1,SUV,Rural,Low
25,Female,Teacher,47,13629,0,684.4374972976901,1,1,SUV,Urban,Low
25,Female,Teacher,45,29177,0,12.165552166035313,1,12,Sedan,Urban,Low
67,Male,Engineer,22,25963,0,476.69949879880915,0,16,Sedan,Rural,Low
45,Female,Teacher,46,29675,1,1035.0210515777026,1,8,Motorcycle,Rural,Low
37,Male,Engineer,7,2662,1,1012.5454835405942,5,14,SUV,Urban,High
64,Female,Doctor,33,15734,0,55.39507859598286,2,7,Sedan,Urban,Moderate
24,Female,Driver,45,8589,0,2643.8498486398425,0,18,SUV,Urban,Low
28,Female,Teacher,36,11650,0,283.678190359309,1,13,Motorcycle,Rural,Low
37,Female,Driver,44,17596,0,2221.245817964269,0,13,Truck,Rural,Low
33,Female,Engineer,7,5655,0,240.0537841768059,1,9,Truck,Urban,Moderate
21,Female,Teacher,27,9749,0,838.9831865808155,2,18,Truck,Rural,Low
23,Male,Student,2,11797,0,521.0111678269482,1,3,Motorcycle,Rural,Moderate
39,Female,Doctor,17,20503,1,870.7183180350862,1,3,Sedan,Urban,Low
43,Female,Doctor,1,7645,1,688.8819180715071,0,14,SUV,Rural,Moderate
20,Female,Teacher,46,12895,1,2.04940945936919,1,9,Sedan,Urban,High
58,Male,Doctor,30,20075,1,432.834827205375,0,16,Truck,Rural,Low
59,Male,Student,22,2994,0,11.280543086293614,1,5,Truck,Urban,Low
31,Male,Driver,28,15866,2,1150.0104348411799,0,13,SUV,Urban,Moderate
28,Female,Student,33,22432,0,1920.7012174095582,2,8,SUV,Rural,High
35,Female,Doctor,26,16122,1,485.66882902216037,3,19,Motorcycle,Urban,High
29,Male,Driver,35,17858,0,744.023798754571,0,9,SUV,Urban,High
40,Male,Student,11,27343,1,68.1047094260179,3,9,Sedan,Rural,Low
29,Male,Engineer,7,9233,1,486.45405264462005,2,10,Sedan,Rural,High
30,Female,Engineer,28,11843,1,149.4986581156046,2,9,SUV,Rural,Low
42,Male,Driver,25,27671,0,66.88991170237469,0,12,Sedan,Rural,Low
62,Female,Driver,41,4992,0,188.78215861184978,1,12,Sedan,Urban,Low
68,Female,Driver,31,27562,2,2046.7338659604475,1,11,Truck,Rural,Low
36,Female,Engineer,3,29441,1,4028.804230317938,2,18,Truck,Urban,Low
63,Male,Student,33,29233,2,2113.7359934514902,0,7,SUV,Rural,Moderate
53,Female,Driver,34,5823,1,3495.6335091904284,1,1,SUV,Urban,Moderate
62,Male,Engineer,21,4517,0,1312.3259470785238,1,7,SUV,Rural,Low
25,Male,Driver,37,3268,1,174.00285313501092,1,1,Truck,Urban,Low
46,Male,Driver,49,27220,0,828.2122127868481,1,14,Sedan,Rural,Moderate
49,Male,Driver,19,17006,1,1315.262230302274,3,13,Motorcycle,Urban,Low
68,Female,Engineer,37,18323,0,720.4419037104724,0,13,Sedan,Urban,Moderate
61,Female,Student,21,5438,0,808.9334877361289,0,17,Motorcycle,Rural,Low
35,Female,Engineer,14,12501,0,882.3485773078538,2,8,Truck,Urban,Low
23,Female,Engineer,10,7298,0,628.9457900809983,2,17,Motorcycle,Urban,Low
35,Male,Driver,7,20369,1,343.319478574028,0,13,SUV,Rural,Low
36,Male,Teacher,29,14128,0,1013.4217000206909,1,17,SUV,Urban,Low
39,Male,Teacher,40,27603,0,54.993178836099375,0,15,SUV,Rural,Low
54,Male,Teacher,8,12319,0,187.44736738178975,1,2,SUV,Urban,Low
49,Female,Engineer,39,15722,0,2593.760432965873,1,13,Sedan,Rural,High
58,Male,Driver,13,5989,1,671.026169242701,0,8,SUV,Urban,Low
20,Female,Teacher,46,7028,1,1724.1969638539,0,3,Motorcycle,Urban,Low
45,Male,Doctor,19,14626,0,1296.60244949395,2,7,Truck,Urban,Moderate
27,Male,Doctor,11,13325,0,386.70575127674766,0,17,SUV,Rural,Low
68,Male,Doctor,2,26940,0,1627.8517261867548,3,6,Sedan,Urban,Low
52,Male,Student,49,26426,2,95.7649672631049,1,6,SUV,Rural,Low
46,Female,Driver,6,9422,1,2079.2675915823443,1,11,SUV,Urban,Moderate
32,Female,Engineer,29,19883,1,1141.185820392031,2,6,Sedan,Urban,Moderate
50,Female,Engineer,41,25004,0,2618.286971563252,2,2,Truck,Urban,Low
24,Female,Driver,5,27880,0,2258.6677364430725,0,3,Sedan,Urban,Moderate
29,Male,Student,41,11673,0,478.4585282937019,4,2,Motorcycle,Rural,Low
66,Male,Driver,30,21688,2,1943.7401582748398,1,3,Sedan,Urban,Moderate
47,Female,Student,39,14512,3,827.8588626391582,3,1,Motorcycle,Rural,Moderate
38,Female,Teacher,36,15472,1,170.9239367790803,0,7,SUV,Urban,Low
48,Male,Teacher,27,29287,1,1769.3183457749947,3,16,Sedan,Urban,Moderate
41,Male,Student,18,15900,0,2385.0948933759087,2,16,SUV,Rural,Low
37,Female,Driver,49,3903,0,88.33648108960351,2,17,Sedan,Urban,Low
54,Female,Teacher,36,29041,1,2667.1891625335847,1,1,Motorcycle,Urban,Low
21,Female,Driver,16,8763,1,919.458016475656,1,18,Sedan,Rural,High
45,Male,Teacher,5,11960,0,26.238657890004728,1,7,Motorcycle,Urban,Low
61,Female,Driver,9,12084,0,780.4377920309141,3,9,SUV,Urban,Low
37,Female,Driver,34,25348,0,1593.3137791922024,0,3,Sedan,Rural,Moderate
41,Female,Doctor,34,11275,0,761.8146345763773,1,16,Sedan,Rural,Low
67,Female,Student,36,26814,0,1228.4234805412977,1,3,SUV,Rural,Moderate
66,Female,Engineer,31,3074,0,2116.792333445044,3,6,Sedan,Urban,Low
68,Male,Student,20,8825,1,2038.3879719684567,0,19,Motorcycle,Rural,Low
49,Female,Driver,17,3065,1,197.0737386402766,3,14,Sedan,Urban,Low
58,Male,Driver,20,26205,0,557.0965079051848,0,3,SUV,Urban,Low
53,Female,Student,28,4208,1,117.84373661375967,0,6,Sedan,Urban,Low
51,Female,Driver,21,5674,0,904.1097647089733,0,17,Truck,Urban,High
53,Female,Teacher,19,10094,0,3095.0389539432767,0,4,Sedan,Rural,Moderate
19,Male,Driver,3,15137,1,200.70588526660438,0,4,Sedan,Urban,Low
32,Male,Student,30,16310,0,516.8946091672257,0,10,Sedan,Urban,Moderate
51,Male,Student,5,10245,0,3079.6966607685563,1,15,SUV,Urban,Low
53,Female,Student,42,1122,1,1386.7673786337127,1,17,SUV,Urban,Moderate
23,Female,Doctor,6,18340,0,73.82898853387405,1,17,Motorcycle,Urban,Moderate
56,Male,Doctor,3,22480,0,559.3430666302581,0,11,Truck,Rural,Low
59,Male,Doctor,49,18370,0,4413.370482216025,0,4,SUV,Rural,Low
68,Female,Doctor,42,10443,0,603.7500822178891,2,13,Truck,Rural,Low
68,Male,Doctor,24,5433,0,992.6357696091225,2,19,Sedan,Rural,Moderate
29,Female,Doctor,44,1990,0,1207.2337857594641,1,14,Sedan,Rural,Low
20,Male,Doctor,1,27896,0,1090.4399429853115,1,11,Sedan,Urban,Low
62,Male,Student,36,25309,1,731.3028558725243,2,6,Sedan,Rural,Low
35,Male,Engineer,15,6556,1,142.48067539744443,1,16,Truck,Urban,Low
57,Female,Doctor,41,26477,2,1232.4232406417532,2,11,Motorcycle,Urban,Low
38,Female,Student,38,27662,0,2707.9682951272284,0,19,Truck,Rural,Moderate
32,Male,Engineer,44,29568,1,2842.0956790823507,1,6,Sedan,Urban,Low
50,Female,Doctor,18,24209,1,899.8993234558036,0,12,Motorcycle,Rural,Low
52,Female,Engineer,23,15650,0,677.6626651480522,1,19,Motorcycle,Rural,Moderate
43,Female,Engineer,47,5709,0,406.4072022270552,0,18,Sedan,Rural,Low
25,Female,Teacher,29,25357,0,109.33394227198171,0,14,Motorcycle,Urban,Moderate
53,Male,Driver,41,4580,2,2146.5888967496667,0,9,SUV,Urban,Moderate
65,Female,Teacher,22,20186,0,147.40249083831017,1,10,Sedan,Rural,Low
47,Female,Engineer,24,19588,0,339.60114779440187,2,15,Motorcycle,Urban,Low
40,Male,Student,45,1871,0,1348.6074033855564,0,18,Truck,Urban,High
59,Female,Doctor,48,20208,1,1219.9791709991734,1,17,Motorcycle,Rural,Very High
61,Female,Driver,13,15592,0,1142.604158288185,0,13,Truck,Rural,Low
31,Female,Doctor,33,23479,0,1353.6606619219217,1,16,SUV,Urban,Moderate
31,Male,Student,22,28478,0,780.8367815618337,1,7,Sedan,Urban,Low
19,Male,Driver,35,13922,0,168.3606369137495,3,6,Motorcycle,Urban,Moderate
54,Female,Teacher,17,28079,0,6411.8482029010065,1,13,SUV,Urban,Moderate
22,Female,Engineer,22,20787,0,2226.9173615447603,2,12,Truck,Urban,Very High
55,Male,Student,5,23537,1,564.1424501873844,0,15,SUV,Urban,Low
62,Male,Engineer,25,11383,1,755.7166756455036,0,4,SUV,Urban,Moderate
58,Male,Engineer,6,6550,2,500.13456097539546,1,12,Truck,Rural,Low
64,Female,Doctor,17,21266,0,1016.0507807227688,1,10,Sedan,Urban,Low
31,Female,Student,31,13774,0,1313.5646288149624,1,8,SUV,Urban,Low
56,Male,Engineer,17,4207,0,263.3969559187385,0,14,SUV,Urban,Moderate
42,Female,Teacher,33,29234,1,567.0371922037289,2,14,Truck,Rural,High
37,Female,Driver,39,4097,0,1022.3036456924028,1,7,Truck,Urban,Low
19,Female,Student,48,20462,0,4424.493363136091,2,10,SUV,Rural,Low
56,Female,Doctor,37,20022,0,392.85614001127794,0,10,Motorcycle,Rural,Low
23,Female,Student,48,12278,3,1366.493486213614,0,18,Truck,Rural,Low
34,Female,Doctor,4,22935,0,425.6756168046229,0,17,Sedan,Rural,High
42,Female,Driver,43,20330,0,96.88514775547495,0,18,Motorcycle,Urban,Low
45,Male,Teacher,14,20855,0,1470.3101712414868,0,14,Motorcycle,Rural,Moderate
19,Male,Engineer,13,21686,0,1047.8437484202311,0,5,SUV,Urban,Low
52,Male,Student,27,2624,1,722.2459026315803,1,7,Sedan,Urban,Low
54,Male,Doctor,24,16968,0,1124.0405299092845,0,17,Motorcycle,Urban,Low
22,Male,Driver,27,12149,0,2114.4475979294884,3,2,Truck,Rural,Low
18,Male,Engineer,8,28863,0,1412.6818733459256,0,4,Sedan,Urban,Low
57,Male,Driver,47,10717,1,1950.6432932138287,4,9,Sedan,Urban,High
29,Male,Teacher,39,18866,1,342.51683956037897,1,8,SUV,Urban,Moderate
53,Male,Engineer,21,17642,1,1611.8584259908675,1,4,Motorcycle,Urban,High
62,Female,Engineer,41,14640,1,446.30170763055827,0,11,Truck,Rural,Low
40,Female,Engineer,11,17837,1,20.868088219942834,1,7,Motorcycle,Urban,Low
64,Male,Doctor,31,9990,0,44.14442064661043,0,11,Motorcycle,Rural,High
48,Female,Engineer,27,21854,0,1310.6473781844763,0,3,Truck,Urban,Moderate
28,Female,Driver,42,19895,1,317.3296570059352,1,12,Motorcycle,Rural,Low
27,Male,Doctor,46,5170,2,367.56871409872554,0,8,Sedan,Urban,Low
20,Male,Engineer,48,25817,0,974.3914763976206,1,7,SUV,Rural,Low
31,Male,Driver,27,6136,1,1352.8954073961697,1,13,SUV,Rural,Low
33,Female,Driver,8,2712,0,818.447968889489,2,4,Sedan,Urban,Moderate
27,Female,Student,33,24810,1,1225.442440848831,2,19,Motorcycle,Rural,Moderate
46,Male,Driver,12,29794,1,2831.113770398478,0,3,Motorcycle,Urban,Low
27,Female,Teacher,35,3002,0,1925.2447723124149,1,11,SUV,Rural,Low
29,Female,Engineer,34,9151,0,275.4948409233137,2,6,SUV,Urban,Moderate
47,Female,Engineer,16,16670,0,2372.917944743718,1,16,Truck,Urban,Low
58,Male,Engineer,36,7254,0,352.77435435114296,2,8,Truck,Urban,Low
18,Female,Driver,2,20711,1,1080.5413336198021,0,11,Truck,Urban,Moderate
22,Female,Driver,12,11473,1,2077.174701086218,1,9,Truck,Urban,Moderate
37,Female,Engineer,27,16303,0,976.6941537119054,1,1,SUV,Rural,Low
25,Female,Doctor,17,26072,1,1640.9086422072173,1,7,Motorcycle,Rural,Moderate
60,Female,Doctor,20,25419,0,2622.0620945859228,1,10,Sedan,Rural,Low
29,Female,Teacher,21,20495,0,3409.3424159307283,3,9,SUV,Urban,Low
18,Female,Student,30,22625,0,528.7060808875086,1,13,Sedan,Rural,Low
37,Male,Teacher,42,14761,0,4929.268223021449,0,18,Sedan,Rural,Low
45,Male,Engineer,20,9918,2,317.016364828421,0,16,Motorcycle,Urban,Low
60,Female,Engineer,8,2831,1,620.2435768860199,0,4,Motorcycle,Rural,Low
54,Male,Engineer,18,2821,0,1430.0605168637042,0,6,Sedan,Rural,Moderate
64,Female,Student,18,2816,1,3511.689974646622,3,9,SUV,Urban,Low
54,Female,Driver,18,16878,0,54.39426716912379,1,12,Sedan,Rural,Moderate
29,Female,Student,2,17475,2,2912.15790257372,2,12,Motorcycle,Rural,Moderate
54,Male,Teacher,12,4432,0,6626.718406875112,2,1,Truck,Urban,Low
66,Female,Driver,32,19353,0,2403.2836174786357,1,9,Motorcycle,Urban,Low
66,Female,Driver,42,16482,0,114.71997394216898,3,10,Motorcycle,Urban,Low
61,Male,Teacher,8,19768,0,1836.967685318292,1,17,SUV,Rural,Low
45,Male,Driver,10,4679,1,1020.9898097610109,1,1,Sedan,Rural,Low
64,Female,Doctor,11,17986,0,9.57220710016448,2,1,Sedan,Urban,Low
32,Male,Teacher,14,17811,1,4158.960620224768,0,10,Sedan,Rural,Low
23,Male,Teacher,26,27595,1,163.13526449107465,0,9,Truck,Urban,Low
61,Female,Doctor,47,27032,0,505.5419352700515,1,9,Truck,Rural,Low
37,Female,Student,30,9198,0,30.74017895168355,0,5,Truck,Urban,Moderate
67,Female,Student,42,7263,1,370.3669891065302,1,2,Truck,Urban,Moderate
31,Male,Student,4,19818,0,840.0839643120573,1,14,Truck,Rural,Moderate
19,Male,Driver,39,18757,0,2671.522376308861,0,12,Motorcycle,Rural,Low
26,Male,Doctor,11,9832,0,4642.303800707723,0,16,SUV,Rural,Moderate
54,Female,Teacher,24,12954,0,550.5341326556744,1,16,SUV,Urban,Moderate
37,Male,Teacher,22,29581,1,558.9378199285478,0,9,Motorcycle,Urban,Low
43,Male,Teacher,3,6162,1,174.76231812323883,3,19,Truck,Rural,High
46,Female,Driver,37,27806,0,689.8703485640748,1,19,Motorcycle,Rural,Moderate
18,Female,Driver,2,24224,0,2814.7618918723824,0,10,Motorcycle,Urban,Moderate
52,Female,Student,12,4811,1,180.7981067632636,2,11,Motorcycle,Urban,High
23,Male,Driver,21,4306,0,309.89120366708903,1,5,Sedan,Rural,Moderate
54,Female,Student,5,9637,2,2219.3279300103386,1,16,SUV,Urban,Moderate
22,Male,Student,7,13133,1,984.6515187774547,2,19,Motorcycle,Rural,Moderate
50,Male,Teacher,4,15218,0,401.2349249010966,1,12,Truck,Rural,Low
66,Female,Driver,43,29871,1,1675.2837686367136,1,17,Motorcycle,Urban,Low
68,Female,Student,41,28571,0,115.3706073178926,1,2,Truck,Urban,Low
31,Female,Doctor,36,9704,1,1954.4056950500253,0,9,Truck,Rural,Moderate
29,Female,Doctor,22,16885,0,729.8146213437539,2,18,Sedan,Rural,Low
59,Female,Driver,29,26565,1,1414.4240382772805,2,2,SUV,Rural,Low
37,Male,Teacher,9,23740,0,730.6239257672748,2,10,Motorcycle,Urban,Moderate
67,Male,Teacher,26,2401,0,282.72494188271656,0,9,SUV,Urban,Low
41,Male,Student,12,11004,0,1024.0113158154077,1,3,Truck,Urban,Low
60,Female,Driver,48,1545,0,168.1715058446734,2,9,Motorcycle,Urban,Moderate
51,Male,Doctor,1,3533,0,261.1965114691305,1,4,Motorcycle,Urban,Low
42,Female,Student,8,3009,0,797.0103045618208,0,13,Motorcycle,Rural,Low
67,Female,Student,33,29008,1,494.2694062921198,0,19,SUV,Urban,Low
46,Male,Engineer,4,6901,1,1367.2853242694778,1,12,Motorcycle,Urban,Moderate
56,Male,Driver,14,5085,1,876.0428482238956,2,12,Sedan,Rural,Low
48,Female,Student,29,3215,0,480.19155453823015,0,15,Sedan,Urban,Low
64,Male,Doctor,14,22369,0,395.6087442955746,1,12,SUV,Rural,Low
60,Female,Engineer,9,17041,1,2444.6416586365353,2,2,Motorcycle,Rural,High
67,Male,Doctor,9,29241,1,40.908104436612916,0,12,Sedan,Rural,Low
